出库单号,销售订单号,订单日期,出库日期,订单客户,库存仓库,物料编码,物料名称,报价主数量,主单位,标识,车牌号,区域,装车时间,到货时间,装车过程时间,运途时间,热鲜产品预冷时间,生产加工时间(小时),头均,单位产量（公斤/小时）,最早要货时间,最晚要货时间
SXCK202505190491,SO302025051900377425,2025-05-19,2025-05-19,广西百色煜煜浩农业科技有限公司,邕之泰鲜品库,10201023,带皮软前段M,100.0,公斤,SXCK202505190491,桂A1E3T8,百色市右江区,19:30,01:00:00,2.43398,1.56666666666667,,0.07017543859649122,9.5,1425.0,14:59:45.040000,
SXCK202505190491,SO302025051900377425,2025-05-19,2025-05-19,广西百色煜煜浩农业科技有限公司,邕之泰鲜品库,10610001,精无颈前排,70.0,公斤,SXCK202505190491,桂A1E3T8,百色市右江区,19:30,01:00:00,2.43398,1.56666666666667,,0.23333333333333334,2.0,300.0,14:49:57.672000,
SXCK202505190491,SO302025051900377425,2025-05-19,2025-05-19,广西百色煜煜浩农业科技有限公司,邕之泰鲜品库,10309005,猪肝,3.0,公斤,SXCK202505190491,桂A1E3T8,百色市右江区,19:30,01:00:00,2.43398,1.56666666666667,,0.016666666666666666,1.2,180.0,15:02:57.672000,
SXCK202505200040,SO302025051900377426,2025-05-19,2025-05-19,广东金九饼业有限公司,邕之泰鲜品库,10405037,精修后腿肌肉（金九）,4000.0,公斤,SXCK202505200040,桂AQ5773,湛江市吴川市,00:30,08:00:00,3.0296,5.81666666666667,,,,,,
SXCK202505190547,SO302025051900377428,2025-05-19,2025-05-19,灵山县至顺食品配送有限公司,邕之泰鲜品库,10201005,带蹄前段,15.0,公斤,SXCK202505190547,桂AG2R12,0,19:30,01:30:00,2.41676,0.0,,0.004166666666666667,24.0,3600.0,15:04:44.664000,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10619002,带肉尾叉骨,10.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,0.03333333333333333,2.0,300.0,15:09:37.248000,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10620002,筒骨块,10.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,,,,,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10325002,猪脑,1.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,,,,,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10405034,猪后展,5.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,,,,,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10610003,无颈通排,20.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,0.022222222222222223,6.0,900.0,15:10:17.248000,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10607001,脊骨段,5.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,0.041666666666666664,0.8,120.0,15:09:07.248000,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10609001,颈骨,10.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,0.08333333333333333,0.8,120.0,15:06:37.248000,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10603001,带肉后腿骨,5.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,0.016666666666666666,2.0,300.0,15:10:37.248000,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10604001,带肉前腿骨,5.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,0.030303030303030304,1.1,165.0,15:09:48.157000,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10406004,小里脊,5.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,0.047619047619047616,0.7,105.0,15:08:45.819000,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10313005,猪腰,1.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,0.027777777777777776,0.24,36.0,15:09:57.248000,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10312001,猪舌,2.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,,0.0,0.0,,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10310002,猪肚,2.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,0.02666666666666667,0.5,75.0,15:10:01.248000,
SXCK202505190497,SO302025051900377430,2025-05-19,2025-05-19,柳州刘振梅,邕之泰鲜品库,10309005,猪肝,5.0,公斤,SXCK202505190497,皖KY2619,柳州市柳江区,19:30,04:30:00,2.30632,0.333333333333333,,0.027777777777777776,1.2,180.0,15:09:57.248000,
SXCK202505190490,SO302025051900377431,2025-05-19,2025-05-19,广西百色煜煜浩农业科技有限公司,邕之泰鲜品库,10201023,带皮软前段M,250.0,公斤,SXCK202505190490,桂A1E3T8,0,19:30,01:00:00,2.43398,0.0,,0.17543859649122806,9.5,1425.0,14:53:26.093000,
SXCK202505190490,SO302025051900377431,2025-05-19,2025-05-19,广西百色煜煜浩农业科技有限公司,邕之泰鲜品库,10313005,猪腰,13.0,公斤,SXCK202505190490,桂A1E3T8,0,19:30,01:00:00,2.43398,0.0,,0.3611111111111111,0.24,36.0,14:42:17.672000,
SXCK202505190490,SO302025051900377431,2025-05-19,2025-05-19,广西百色煜煜浩农业科技有限公司,邕之泰鲜品库,10309005,猪肝,10.0,公斤,SXCK202505190490,桂A1E3T8,0,19:30,01:00:00,2.43398,0.0,,0.05555555555555555,1.2,180.0,15:00:37.672000,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10619002,带肉尾叉骨,5.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,0.016666666666666666,2.0,300.0,15:10:37.248000,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10620002,筒骨块,5.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,,,,,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10325002,猪脑,1.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,,,,,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10405034,猪后展,5.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,,,,,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10610003,无颈通排,20.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,0.022222222222222223,6.0,900.0,15:10:17.248000,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10607001,脊骨段,5.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,0.041666666666666664,0.8,120.0,15:09:07.248000,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10609001,颈骨,5.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,0.041666666666666664,0.8,120.0,15:09:07.248000,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10603001,带肉后腿骨,10.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,0.03333333333333333,2.0,300.0,15:09:37.248000,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10604001,带肉前腿骨,5.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,0.030303030303030304,1.1,165.0,15:09:48.157000,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10406004,小里脊,5.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,0.047619047619047616,0.7,105.0,15:08:45.819000,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10401009,梅肉,5.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,0.013333333333333334,2.5,375.0,15:10:49.248000,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10313005,猪腰,2.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,0.05555555555555555,0.24,36.0,15:08:17.248000,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10311001,猪心,5.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,0.10752688172043011,0.31,46.5,15:05:10.151000,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10312001,猪舌,5.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,,0.0,0.0,,
SXCK202505190502,SO302025051900377434,2025-05-19,2025-05-19,柳州市柳江区时代生鲜超市,邕之泰鲜品库,10309005,猪肝,5.0,公斤,SXCK202505190502,皖KY2619,柳州市柳江区,19:30,05:00:00,2.30632,0.0,,0.027777777777777776,1.2,180.0,15:09:57.248000,
SXCK202505190432,SO302025051900377436,2025-05-19,2025-05-19,广西上好鲜肉食品科技开发有限责任公司,邕之泰鲜品库,10302020,预煮大肠B,200.0,公斤,SXCK202505190432,豫A910ZQ,柳州市柳南区,19:30,09:30:00,2.23066,4.46666666666667,,,,,,
SXCK202505190450,SO302025051900377442,2025-05-19,2025-05-19,广西邻里多超市连锁有限责任公司,邕之泰鲜品库,10606004,大肋排(去尾脊骨),35.0,公斤,SXCK202505190450,豫A910ZQ,柳州市柳南区,19:30,04:30:00,2.32502,0.333333333333333,,0.058333333333333334,4.0,600.0,15:06:59.928000,
SXCK202505190511,SO302025051900377445,2025-05-19,2025-05-19,广西康为农业发展有限公司,邕之泰鲜品库,10620002,筒骨块,10.0,公斤,SXCK202505190511,豫C9PE39,柳州市柳南区,19:30,00:00:00,2.30632,4.11666666666667,,,,,,
SXCK202505190511,SO302025051900377445,2025-05-19,2025-05-19,广西康为农业发展有限公司,邕之泰鲜品库,10603006,带肉后腿骨（冷鲜）,10.0,公斤,SXCK202505190511,豫C9PE39,柳州市柳南区,19:30,00:00:00,2.30632,4.11666666666667,,0.03333333333333333,2.0,300.0,15:09:37.248000,
SXCK202505190511,SO302025051900377445,2025-05-19,2025-05-19,广西康为农业发展有限公司,邕之泰鲜品库,10607020,脊骨段（冷鲜）,10.0,公斤,SXCK202505190511,豫C9PE39,柳州市柳南区,19:30,00:00:00,2.30632,4.11666666666667,,0.08333333333333333,0.8,120.0,15:06:37.248000,
SXCK202505190511,SO302025051900377445,2025-05-19,2025-05-19,广西康为农业发展有限公司,邕之泰鲜品库,10609006,颈骨（冷鲜）,20.0,公斤,SXCK202505190511,豫C9PE39,柳州市柳南区,19:30,00:00:00,2.30632,4.11666666666667,,0.16666666666666666,0.8,120.0,15:01:37.248000,
SXCK202505190511,SO302025051900377445,2025-05-19,2025-05-19,广西康为农业发展有限公司,邕之泰鲜品库,10610008,无颈前排（冷鲜）,40.0,公斤,SXCK202505190511,豫C9PE39,柳州市柳南区,19:30,00:00:00,2.30632,4.11666666666667,,0.13333333333333333,2.0,300.0,15:03:37.248000,
SXCK202505190511,SO302025051900377445,2025-05-19,2025-05-19,广西康为农业发展有限公司,邕之泰鲜品库,10611014,有颈前排,150.0,公斤,SXCK202505190511,豫C9PE39,柳州市柳南区,19:30,00:00:00,2.30632,4.11666666666667,,0.3333333333333333,3.0,450.0,14:51:37.248000,
SXCK202505190511,SO302025051900377445,2025-05-19,2025-05-19,广西康为农业发展有限公司,邕之泰鲜品库,10314005,带肘猪脚B,10.0,公斤,SXCK202505190511,豫C9PE39,柳州市柳南区,19:30,00:00:00,2.30632,4.11666666666667,,0.037037037037037035,1.8,270.0,15:09:23.915000,
SXCK202505190511,SO302025051900377445,2025-05-19,2025-05-19,广西康为农业发展有限公司,邕之泰鲜品库,10309005,猪肝,3.0,公斤,SXCK202505190511,豫C9PE39,柳州市柳南区,19:30,00:00:00,2.30632,4.11666666666667,,0.016666666666666666,1.2,180.0,15:10:37.248000,
SXCK202505190451,SO302025051900377451,2025-05-19,2025-05-19,广西邻里多超市连锁有限责任公司,邕之泰鲜品库,10409001,精碎肉,20.0,公斤,SXCK202505190451,豫A910ZQ,0,19:30,04:30:00,2.32502,0.0,,0.10256410256410256,1.3,195.0,15:04:20.697000,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10619002,带肉尾叉骨,10.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,0.03333333333333333,2.0,300.0,15:09:37.248000,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10620002,筒骨块,10.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,,,,,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10325002,猪脑,1.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,,,,,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10405034,猪后展,5.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,,,,,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10610003,无颈通排,25.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,0.027777777777777776,6.0,900.0,15:09:57.248000,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10607001,脊骨段,5.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,0.041666666666666664,0.8,120.0,15:09:07.248000,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10609001,颈骨,5.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,0.041666666666666664,0.8,120.0,15:09:07.248000,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10603001,带肉后腿骨,5.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,0.016666666666666666,2.0,300.0,15:10:37.248000,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10604001,带肉前腿骨,5.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,0.030303030303030304,1.1,165.0,15:09:48.157000,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10406004,小里脊,5.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,0.047619047619047616,0.7,105.0,15:08:45.819000,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10401009,梅肉,5.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,0.013333333333333334,2.5,375.0,15:10:49.248000,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10313005,猪腰,4.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,0.1111111111111111,0.24,36.0,15:04:57.248000,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10312001,猪舌,4.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,,0.0,0.0,,
SXCK202505190499,SO302025051900377460,2025-05-19,2025-05-19,柳州市柳南区时代优鲜生鲜超市（个体工商户）,邕之泰鲜品库,10309005,猪肝,10.0,公斤,SXCK202505190499,皖KY2619,柳州市柳南区,19:30,06:00:00,2.30632,0.333333333333333,,0.05555555555555555,1.2,180.0,15:08:17.248000,
SXCK202505190560,SO302025051900377465,2025-05-19,2025-05-19,广西华创农牧业发展有限公司,邕之泰鲜品库,10614001,带肉扇骨,4.0,公斤,SXCK202505190560,桂AG2R12,贵港市港北区,21:30,01:30:00,1.34808,0.0,,0.03333333333333333,0.8,120.0,18:07:06.912000,
SXCK202505190560,SO302025051900377465,2025-05-19,2025-05-19,广西华创农牧业发展有限公司,邕之泰鲜品库,10619002,带肉尾叉骨,25.0,公斤,SXCK202505190560,桂AG2R12,贵港市港北区,21:30,01:30:00,1.34808,0.0,,0.08333333333333333,2.0,300.0,18:04:06.912000,
SXCK202505190560,SO302025051900377465,2025-05-19,2025-05-19,广西华创农牧业发展有限公司,邕之泰鲜品库,10325002,猪脑,10.0,公斤,SXCK202505190560,桂AG2R12,贵港市港北区,21:30,01:30:00,1.34808,0.0,,,,,,
SXCK202505190560,SO302025051900377465,2025-05-19,2025-05-19,广西华创农牧业发展有限公司,邕之泰鲜品库,10610003,无颈通排,250.0,公斤,SXCK202505190560,桂AG2R12,贵港市港北区,21:30,01:30:00,1.34808,0.0,,0.2777777777777778,6.0,900.0,17:52:26.912000,
SXCK202505190560,SO302025051900377465,2025-05-19,2025-05-19,广西华创农牧业发展有限公司,邕之泰鲜品库,10406004,小里脊,50.0,公斤,SXCK202505190560,桂AG2R12,贵港市港北区,21:30,01:30:00,1.34808,0.0,,0.47619047619047616,0.7,105.0,17:40:32.626000,
SXCK202505190560,SO302025051900377465,2025-05-19,2025-05-19,广西华创农牧业发展有限公司,邕之泰鲜品库,10314003,带肘后脚,100.0,公斤,SXCK202505190560,桂AG2R12,贵港市港北区,21:30,01:30:00,1.34808,0.0,,0.30303030303030304,2.2,330.0,17:50:56.003000,
SXCK202505190560,SO302025051900377465,2025-05-19,2025-05-19,广西华创农牧业发展有限公司,邕之泰鲜品库,10314004,带肘前脚,450.0,公斤,SXCK202505190560,桂AG2R12,贵港市港北区,21:30,01:30:00,1.34808,0.0,,1.5,2.0,300.0,16:39:06.912000,
SXCK202505190560,SO302025051900377465,2025-05-19,2025-05-19,广西华创农牧业发展有限公司,邕之泰鲜品库,10313005,猪腰,20.0,公斤,SXCK202505190560,桂AG2R12,贵港市港北区,21:30,01:30:00,1.34808,0.0,,0.5555555555555556,0.24,36.0,17:35:46.912000,
SXCK202505190635,SO302025051900377469,2025-05-19,2025-05-19,广西平果每一天商贸有限公司,邕之泰鲜品库,10325002,猪脑,5.0,公斤,SXCK202505190635,桂AQ9006,百色市平果市,21:30,02:30:00,3.25692,0.0,,,,,,
SXCK202505190635,SO302025051900377469,2025-05-19,2025-05-19,广西平果每一天商贸有限公司,邕之泰鲜品库,10316001,连肝肉,10.0,公斤,SXCK202505190635,桂AQ9006,百色市平果市,21:30,02:30:00,3.25692,0.0,,0.196078431372549,0.34,51.00000000000001,16:02:49.206000,
SXCK202505190635,SO302025051900377469,2025-05-19,2025-05-19,广西平果每一天商贸有限公司,邕之泰鲜品库,10312001,猪舌,80.0,公斤,SXCK202505190635,桂AQ9006,百色市平果市,21:30,02:30:00,3.25692,0.0,,,0.0,0.0,,
SXCK202505190468,SO302025051900377470,2025-05-19,2025-05-19,柳州市通飞贸易有限公司,邕之泰鲜品库,10325002,猪脑,4.0,公斤,SXCK202505190468,桂A8L68E,柳州市鱼峰区,19:30,01:30:00,2.30632,0.333333333333333,,,,,,
SXCK202505190468,SO302025051900377470,2025-05-19,2025-05-19,柳州市通飞贸易有限公司,邕之泰鲜品库,10609001,颈骨,25.0,公斤,SXCK202505190468,桂A8L68E,柳州市鱼峰区,19:30,01:30:00,2.30632,0.333333333333333,,0.20833333333333334,0.8,120.0,14:59:07.248000,
SXCK202505190468,SO302025051900377470,2025-05-19,2025-05-19,柳州市通飞贸易有限公司,邕之泰鲜品库,10603001,带肉后腿骨,100.0,公斤,SXCK202505190468,桂A8L68E,柳州市鱼峰区,19:30,01:30:00,2.30632,0.333333333333333,,0.3333333333333333,2.0,300.0,14:51:37.248000,
SXCK202505190468,SO302025051900377470,2025-05-19,2025-05-19,柳州市通飞贸易有限公司,邕之泰鲜品库,10312001,猪舌,15.0,公斤,SXCK202505190468,桂A8L68E,柳州市鱼峰区,19:30,01:30:00,2.30632,0.333333333333333,,,0.0,0.0,,
SXCK202505190568,SO302025051900377478,2025-05-19,2025-05-19,罗兴有,邕之泰鲜品库,10614001,带肉扇骨,20.0,公斤,SXCK202505190568,桂AG2R12,钦州市钦南区,21:30,02:30:00,2.2431,0.0,,0.16666666666666666,0.8,120.0,17:05:24.840000,
SXCK202505190568,SO302025051900377478,2025-05-19,2025-05-19,罗兴有,邕之泰鲜品库,10619002,带肉尾叉骨,8.0,公斤,SXCK202505190568,桂AG2R12,钦州市钦南区,21:30,02:30:00,2.2431,0.0,,0.02666666666666667,2.0,300.0,17:13:48.840000,
SXCK202505190568,SO302025051900377478,2025-05-19,2025-05-19,罗兴有,邕之泰鲜品库,10624027,棒骨,8.0,公斤,SXCK202505190568,桂AG2R12,钦州市钦南区,21:30,02:30:00,2.2431,0.0,,,,,,
SXCK202505190568,SO302025051900377478,2025-05-19,2025-05-19,罗兴有,邕之泰鲜品库,10314004,带肘前脚,15.0,公斤,SXCK202505190568,桂AG2R12,钦州市钦南区,21:30,02:30:00,2.2431,0.0,,0.05,2.0,300.0,17:12:24.840000,
SXCK202505190568,SO302025051900377478,2025-05-19,2025-05-19,罗兴有,邕之泰鲜品库,10312001,猪舌,2.0,公斤,SXCK202505190568,桂AG2R12,钦州市钦南区,21:30,02:30:00,2.2431,0.0,,,0.0,0.0,,
SXCK202505190628,SO302025051900377479,2025-05-19,2025-05-19,广西田阳区中兴永联商贸有限公司,邕之泰鲜品库,10325002,猪脑,6.5,公斤,SXCK202505190628,桂AQ9006,百色市田阳区,21:30,05:00:00,3.25692,0.0,,,,,,
SXCK202505190628,SO302025051900377479,2025-05-19,2025-05-19,广西田阳区中兴永联商贸有限公司,邕之泰鲜品库,10406004,小里脊,10.0,公斤,SXCK202505190628,桂AQ9006,百色市田阳区,21:30,05:00:00,3.25692,0.0,,0.09523809523809523,0.7,105.0,16:08:52.231000,
SXCK202505190628,SO302025051900377479,2025-05-19,2025-05-19,广西田阳区中兴永联商贸有限公司,邕之泰鲜品库,10327001,生肠,3.0,公斤,SXCK202505190628,桂AQ9006,百色市田阳区,21:30,05:00:00,3.25692,0.0,,0.28571428571428564,0.07,10.500000000000002,15:57:26.517000,
SXCK202505190628,SO302025051900377479,2025-05-19,2025-05-19,广西田阳区中兴永联商贸有限公司,邕之泰鲜品库,10316001,连肝肉,10.0,公斤,SXCK202505190628,桂AQ9006,百色市田阳区,21:30,05:00:00,3.25692,0.0,,0.196078431372549,0.34,51.00000000000001,16:02:49.206000,
SXCK202505190628,SO302025051900377479,2025-05-19,2025-05-19,广西田阳区中兴永联商贸有限公司,邕之泰鲜品库,10311001,猪心,3.0,公斤,SXCK202505190628,桂AQ9006,百色市田阳区,21:30,05:00:00,3.25692,0.0,,0.06451612903225806,0.31,46.5,16:10:42.830000,
SXCK202505190628,SO302025051900377479,2025-05-19,2025-05-19,广西田阳区中兴永联商贸有限公司,邕之泰鲜品库,10312001,猪舌,5.0,公斤,SXCK202505190628,桂AQ9006,百色市田阳区,21:30,05:00:00,3.25692,0.0,,,0.0,0.0,,
SXCK202505190628,SO302025051900377479,2025-05-19,2025-05-19,广西田阳区中兴永联商贸有限公司,邕之泰鲜品库,10310002,猪肚,10.0,公斤,SXCK202505190628,桂AQ9006,百色市田阳区,21:30,05:00:00,3.25692,0.0,,0.13333333333333333,0.5,75.0,16:06:35.088000,
SXCK202505190628,SO302025051900377479,2025-05-19,2025-05-19,广西田阳区中兴永联商贸有限公司,邕之泰鲜品库,10201005,带蹄前段,510.0,公斤,SXCK202505190628,桂AQ9006,百色市田阳区,21:30,05:00:00,3.25692,0.0,,0.14166666666666666,24.0,3600.0,16:06:05.088000,
SXCK202505190628,SO302025051900377479,2025-05-19,2025-05-19,广西田阳区中兴永联商贸有限公司,邕之泰鲜品库,10704002,带皮五花肉,30.0,公斤,SXCK202505190628,桂AQ9006,百色市田阳区,21:30,05:00:00,3.25692,0.0,,0.022222222222222223,9.0,1350.0,16:13:15.088000,
SXCK202505190630,SO302025051900377482,2025-05-19,2025-05-19,广西平果市中兴恒联投资有限公司,邕之泰鲜品库,10620002,筒骨块,75.0,公斤,SXCK202505190630,桂AQ9006,百色市平果市,21:30,03:00:00,3.25692,0.0,,,,,,
SXCK202505190630,SO302025051900377482,2025-05-19,2025-05-19,广西平果市中兴恒联投资有限公司,邕之泰鲜品库,10609001,颈骨,75.0,公斤,SXCK202505190630,桂AQ9006,百色市平果市,21:30,03:00:00,3.25692,0.0,,0.625,0.8,120.0,15:37:05.088000,
SXCK202505190630,SO302025051900377482,2025-05-19,2025-05-19,广西平果市中兴恒联投资有限公司,邕之泰鲜品库,10201005,带蹄前段,340.0,公斤,SXCK202505190630,桂AQ9006,百色市平果市,21:30,03:00:00,3.25692,0.0,,0.09444444444444444,24.0,3600.0,16:08:55.088000,
